Finished On,Title,Duration
07/17/2021,"Daily Meditation",604
07/16/2021,"Daily Meditation",618
07/16/2021,"Daily Meditation",618
07/16/2021,"Daily Meditation",618
07/16/2021,"Daily Meditation",618
07/15/2021,"Daily Meditation",608
07/15/2021,"Daily Meditation",608
07/15/2021,"Doubt and Aversion",3580
07/14/2021,"Daily Meditation",609
07/13/2021,"Daily Meditation",600
07/13/2021,"Daily Meditation",600
07/13/2021,"Daily Meditation",600
07/12/2021,"Daily Meditation",600
07/11/2021,"Glimpsing with Open Eyes",746
07/11/2021,"Awakening Emotions",623
07/11/2021,"Daily Meditation",603
07/11/2021,"Daily Meditation",603
07/10/2021,"Daily Meditation",625
07/10/2021,"Daily Meditation",625
07/10/2021,"Daily Meditation",625
07/10/2021,"Clear Comprehension",3240
07/09/2021,"Daily Meditation",658
07/09/2021,"Daily Meditation",658
07/08/2021,"Daily Meditation",629
07/07/2021,"Daily Meditation",637
07/07/2021,"Daily Meditation",637
07/06/2021,"Daily Meditation",611
07/06/2021,"The Veil of Thought",120
07/06/2021,"Daily Meditation",611
07/06/2021,"The Direct Path",4774
07/05/2021,"Daily Meditation",608
07/04/2021,"Daily Meditation",618
07/04/2021,"Daily Meditation",618
07/02/2021,"The Direct Path",4774
07/02/2021,"Daily Meditation",611
07/01/2021,"Daily Meditation",610
07/01/2021,"Daily Meditation",610
06/30/2021,"Daily Meditation",609
06/30/2021,"Moment",44
06/30/2021,"Daily Meditation",609
06/30/2021,"Daily Meditation",609
06/30/2021,"Daily Meditation",609
06/29/2021,"Daily Meditation",635
06/27/2021,"The Veil of Thought",120
06/27/2021,"The Lessons of Death",399
06/27/2021,"The Power of Thought",269
06/27/2021,"Mindfulness & Meaning",727
06/27/2021,"The Necessity of Thought",210
06/27/2021,"The Power of Regret",486
06/27/2021,"Solving Problems",300
06/27/2021,"Gratitude",205
06/27/2021,"The Last Time",277
06/27/2021,"The Cure for Boredom",298
06/27/2021,"Introduction",79
06/25/2021,"Daily Meditation",610
06/25/2021,"Daily Meditation",610
06/25/2021,"Course E10D48",5900
06/25/2021,"Daily Meditation",610
06/25/2021,"Daily Meditation",610
06/24/2021,"Daily Meditation",613
06/22/2021,"Daily Meditation",602
06/22/2021,"Daily Meditation",602
06/22/2021,"Daily Meditation",602
06/20/2021,"Daily Meditation",614
06/17/2021,"Daily Meditation",600
06/17/2021,"Daily Meditation",600
06/17/2021,"Daily Meditation",600
06/17/2021,"Daily Meditation",600
06/16/2021,"Daily Meditation",602
06/16/2021,"Mindfulness and Addiction",3790
06/16/2021,"Daily Meditation",602
06/16/2021,"Daily Meditation",602
06/15/2021,"Daily Meditation",611
06/14/2021,"Daily Meditation",602
06/14/2021,"Nondual Mindfulness",5728
06/13/2021,"Tea Lady",613
06/13/2021,"What is Restlessness",576
06/13/2021,"One Finger",450
06/13/2021,"The Rose Apple Tree – A Talk",520
06/13/2021,"The Gateless Gate",518
06/13/2021,"Rice in the Bowl",573
06/13/2021,"About Koans – A Talk",523
06/13/2021,"Course C65063",5192
06/13/2021,"Course C65063",5192
06/13/2021,"Daily Meditation",620
06/12/2021,"Daily Meditation",607
06/11/2021,"Course C65063",5192
06/11/2021,"Course C65063",5192
06/11/2021,"Daily Meditation",603
06/11/2021,"Daily Meditation",603
06/11/2021,"Daily Meditation",603
06/10/2021,"Course C65063",5192
06/09/2021,"Daily Meditation",587
06/07/2021,"Daily Meditation",604
06/07/2021,"Daily Meditation",604
06/07/2021,"The Wisdom of Impermanence",3662
06/07/2021,"The Nature of Thought and Emotion",3603
06/07/2021,"Daily Meditation",604
06/06/2021,"Daily Meditation",603
06/06/2021,"The Wisdom of Impermanence",3662
06/05/2021,"Daily Meditation",603
06/04/2021,"Daily Meditation",600
06/03/2021,"The Nature of Thought and Emotion",3603
06/03/2021,"Introduction",358
06/03/2021,"Daily Meditation",604
06/01/2021,"Daily Meditation",673
05/29/2021,"Daily Meditation",611
05/28/2021,"Daily Meditation",602
05/26/2021,"Moment",53
05/26/2021,"Daily Meditation",610
05/26/2021,"Daily Meditation",610
05/25/2021,"Shit Stick",613
05/25/2021,"Autumn Foliage",560
05/25/2021,"A Garden",483
05/25/2021,"Two Sides",707
05/25/2021,"Sink Like a Pebble",565
05/25/2021,"Hair's Breadth",820
05/25/2021,"No Choosing",513
05/25/2021,"Trust",673
05/25/2021,"The Heart-mind",542
05/25/2021,"Trust the Heart-mind",466
05/25/2021,"The Hoe",573
05/25/2021,"Just Sitting",707
05/24/2021,"Daily Meditation",602
05/24/2021,"Moment",42
05/24/2021,"Daily Meditation",602
05/24/2021,"Looking For What's Looking",494
05/23/2021,"Looking For What's Looking",494
05/21/2021,"Moment",66
05/21/2021,"Daily Meditation",605
05/19/2021,"Moment",52
05/19/2021,"Daily Meditation",620
05/19/2021,"Daily Meditation",620
05/18/2021,"Daily Meditation",605
05/17/2021,"Daily Meditation",637
05/15/2021,"Daily Meditation",604
05/15/2021,"Daily Meditation",604
05/15/2021,"How Is Waking Up Different?",535
05/14/2021,"Course C92378",835
05/14/2021,"Daily Meditation",616
05/13/2021,"Daily Meditation",664
05/12/2021,"Daily Meditation",612
05/10/2021,"Daily Meditation",622
05/08/2021,"Moment",26
05/08/2021,"Daily Meditation",600
05/06/2021,"Daily Meditation",600
05/06/2021,"Daily Meditation",600
05/06/2021,"Daily Meditation",600
05/05/2021,"The Memory Door",644
05/05/2021,"Beyond the Meditator",550
05/05/2021,"Here Now",612
05/05/2021,"Moment",70
05/05/2021,"Daily Meditation",618
05/03/2021,"Daily Meditation",602
04/30/2021,"Daily Meditation",607
04/30/2021,"Daily Meditation",607
04/29/2021,"Daily Meditation",602
04/28/2021,"Daily Meditation",602
04/28/2021,"Social Emotion",2029
04/28/2021,"Daily Meditation",602
04/27/2021,"Daily Meditation",698
04/26/2021,"Course 65A90D",735
04/26/2021,"Daily Meditation",587
04/25/2021,"Daily Meditation",603
04/24/2021,"Daily Meditation",614
04/23/2021,"Daily Meditation",608
04/23/2021,"Science of Mindfulness — Part 2",2404
04/22/2021,"Daily Meditation",740
04/22/2021,"Science of Mindfulness — Part 1",1783
04/20/2021,"Daily Meditation",610
04/19/2021,"Daily Meditation",651
04/18/2021,"Daily Meditation",610
04/17/2021,"Daily Meditation",605
04/16/2021,"Daily Meditation",610
04/16/2021,"Pluralist Awakening",545
04/16/2021,"Huineng 6: Is the Wind Moving?",468
04/16/2021,"Huineng 3: Polishing the Mirror",589
04/15/2021,"Daily Meditation",601
04/15/2021,"Daily Meditation",601
04/15/2021,"Daily Meditation",601
04/15/2021,"Daily Meditation",601
04/14/2021,"Daily Meditation",631
04/13/2021,"Daily Meditation",620
04/13/2021,"Daily Meditation",620
04/12/2021,"Daily Meditation",604
04/12/2021,"Daily Meditation",604
04/12/2021,"Daily Meditation",604
04/11/2021,"Daily Meditation",587
04/11/2021,"Daily Meditation",587
04/10/2021,"Daily Meditation",618
04/09/2021,"Daily Meditation",618
04/09/2021,"Daily Meditation",618
04/09/2021,"Daily Meditation",600
04/08/2021,"Daily Meditation",600
04/08/2021,"Daily Meditation",600
04/07/2021,"Daily Meditation",593
04/07/2021,"Nondual Mindfulness",5728
04/06/2021,"Daily Meditation",625
04/05/2021,"Daily Meditation",608
04/04/2021,"Daily Meditation",608
04/04/2021,"Daily Meditation",608
04/04/2021,"Gratitude",205
04/03/2021,"Daily Meditation",705
04/02/2021,"Daily Meditation",604
04/02/2021,"Daily Meditation",604
04/01/2021,"Daily Meditation",622
04/01/2021,"Psychedelics and the Self",7676
03/31/2021,"Daily Meditation",600
03/31/2021,"Daily Meditation",600
03/31/2021,"Daily Meditation",600
03/29/2021,"Daily Meditation",618
03/29/2021,"Daily Meditation",618
03/27/2021,"Daily Meditation",646
03/27/2021,"Daily Meditation",646
03/26/2021,"Daily Meditation",600
03/25/2021,"The Bedtime Meditation",711
03/24/2021,"Daily Meditation",660
03/23/2021,"Daily Meditation",587
03/22/2021,"Daily Meditation",603
03/20/2021,"Live at the Wiltern",5739
03/20/2021,"Live at the Wiltern",5739
03/18/2021,"Daily Meditation",614
03/18/2021,"Daily Meditation",614
03/18/2021,"Daily Meditation",614
03/16/2021,"Daily Meditation",611
03/15/2021,"Daily Meditation",610
03/14/2021,"Daily Meditation",606
03/14/2021,"Daily Meditation",606
03/14/2021,"Daily Meditation",606
03/13/2021,"Daily Meditation",629
03/12/2021,"Daily Meditation",640
03/12/2021,"Daily Meditation",601
03/11/2021,"Daily Meditation",601
03/11/2021,"Daily Meditation",601
03/11/2021,"Daily Meditation",601
03/11/2021,"Daily Meditation",601
03/11/2021,"Daily Meditation",602
03/10/2021,"Daily Meditation",602
03/09/2021,"Daily Meditation",610
03/08/2021,"Daily Meditation",602
03/08/2021,"Daily Meditation",602
03/08/2021,"Introduction (Sam Harris)",746
03/05/2021,"Investigative Awareness",657
03/05/2021,"The Anchor",559
03/05/2021,"Focused Awareness",602
03/05/2021,"Daily Meditation",688
03/04/2021,"Daily Meditation",607
03/04/2021,"Daily Meditation",607
02/23/2021,"Shifting from Head to Heart",756
02/23/2021,"Local Awareness and Attention",773
02/23/2021,"Huineng 2: Dwelling Nowhere",628
02/23/2021,"Huineng 1: Original Face",688
02/23/2021,"Great Wide Earth - A Talk",621
02/23/2021,"Seamless Tomb",630
02/23/2021,"Sound of One Hand",662
02/23/2021,"Hakuin - A Talk",784
02/23/2021,"Everyday Awakening",473
02/22/2021,"30-Minute Meditation 7",1816
02/19/2021,"Who Am I (with zen posture)",663
02/19/2021,"Beginner’s Mind",584
02/16/2021,"Course F7E130",518
02/15/2021,"Non-Dual Awareness",839
02/15/2021,"Shifting from Head to Heart",756
02/15/2021,"Local Awareness and Attention",773
02/15/2021,"The Necessity of Thought",210
02/15/2021,"The Power of Regret",486
02/15/2021,"Solving Problems",300
02/15/2021,"Gratitude",205
02/15/2021,"The Last Time",277
02/15/2021,"The Cure for Boredom",298
02/14/2021,"30-Minute Meditation 1",1805
02/12/2021,"Here Now",612
02/11/2021,"30-Minute Meditation 5",1803
02/11/2021,"The Divided Mind",9005
02/10/2021,"30-Minute Meditation 7",1816
02/09/2021,"The Memory Door",644
02/09/2021,"Beyond the Meditator",550
02/09/2021,"A Glimpse of Awakening",603
02/09/2021,"The Divided Mind",9005
02/08/2021,"Full Spectrum Meditation",1208
02/08/2021,"That Which Is",584
02/08/2021,"That Which Is",584
02/08/2021,"That Which Is",584
02/07/2021,"That Which Is",584
02/07/2021,"That Which Knows",587
02/07/2021,"That Which Contains Everything",674
02/07/2021,"Natural Awareness",545
02/06/2021,"Natural Awareness",545
02/06/2021,"Letting Go of the Anchor",551
02/06/2021,"Choiceless Awareness",700
02/06/2021,"Working with Emotions",740
02/06/2021,"Here Now",612
02/06/2021,"Natural Loving-kindness",660
02/05/2021,"Huineng 1: Original Face",688
02/05/2021,"Investigative Awareness",657
02/05/2021,"The Anchor",559
02/05/2021,"Focused Awareness",602
02/05/2021,"Overview: The Spectrum of Awareness",329
02/04/2021,"30-Minute Meditation 7",1816
02/04/2021,"What Is Mindfulness?",942
02/03/2021,"The Memory Door",644
02/03/2021,"Beyond the Meditator",550
02/03/2021,"A Glimpse of Awakening",603
02/03/2021,"A Glimpse of Awakening",603
02/02/2021,"30-Minute Meditation 6",1807
02/02/2021,"That Which Contains Everything",674
02/02/2021,"Working with Emotions",740
02/01/2021,"30-Minute Meditation 5",1803
02/01/2021,"Investigative Awareness",657
01/30/2021,"Wrestling the Paradox",6024
01/27/2021,"Nondual Mindfulness",5728
01/27/2021,"Nondual Mindfulness",5728
01/27/2021,"Nondual Mindfulness",5728
01/21/2021,"Great Wide Earth - A Talk",621
01/15/2021,"Here Now",612
01/13/2021,"30-Minute Meditation 2",2052
01/07/2021,"Part 4 — Love & Hate",621
01/01/2021,"Part 3 — Choice, Reason, & Knowledge",758
12/31/2020,"Part 2 — Thoughts Without a Thinker",1101
12/31/2020,"You Can't Get There From Here",426
12/31/2020,"Part 1 — Cause & Effect",789
12/29/2020,"Beyond the Meditator",550
12/29/2020,"Awakening Emotions",623
12/29/2020,"Beyond the Meditator",550
12/28/2020,"The Bridge to Compassion",5776
12/28/2020,"Nondual Mindfulness",5728
12/28/2020,"That Which Is",584
12/27/2020,"Full Spectrum Meditation",1208
12/26/2020,"Full Spectrum Meditation",1208
12/26/2020,"Natural Awareness",545
12/26/2020,"Letting Go of the Anchor",551
12/26/2020,"Choiceless Awareness",700
12/25/2020,"That Which Knows",587
12/25/2020,"The Anchor",559
12/25/2020,"Focused Awareness",602
12/25/2020,"Overview: The Spectrum of Awareness",329
12/24/2020,"Beyond the Meditator",550
12/23/2020,"The Bridge to Compassion",5776
12/22/2020,"The Bridge to Compassion",5776
12/22/2020,"The Bridge to Compassion",5776
12/16/2020,"Nondual Mindfulness",5728
12/13/2020,"30-minute Meditation 3",1805
12/13/2020,"30-Minute Meditation 4",1820
12/12/2020,"The Price of Distraction",4594
12/10/2020,"Knowing the Mind",6319
12/09/2020,"Knowing the Mind",6319
12/08/2020,"Knowing the Mind",6319
12/06/2020,"30-Minute Meditation 2",2052
12/04/2020,"Beyond the Meditator",550
12/03/2020,"Beyond the Meditator",550
12/03/2020,"Beyond the Meditator",550
12/03/2020,"Beyond the Meditator",550
12/03/2020,"What Is Effective Altruism?",2363
12/02/2020,"Introduction",1280
11/28/2020,"Introduction",1280
11/26/2020,"Introduction",1280
11/25/2020,"30-Minute Meditation 1",1805
11/24/2020,"Live at the Wiltern",5739
11/22/2020,"Stoic Training",846
11/16/2020,"The Upside of Negative Thinking",849
11/12/2020,"Prospective Retrospection",717
11/06/2020,"You Are Living the Dream Life",867
11/06/2020,"The Last Time Meditation",714
11/04/2020,"Course 598",5900
11/04/2020,"Creatures of Habit",4024
10/31/2020,"Negative Visualization",698
10/30/2020,"Negative Visualization",698
10/30/2020,"Stoic Meditation",781
10/30/2020,"Stoic Meditation",781
10/30/2020,"Introducing William B. Irvine (Sam Harris)",69
10/30/2020,"A Glimpse of Awakening",603
10/27/2020,"Beyond the Meditator",550
10/27/2020,"Being the Space",709
10/24/2020,"Being Good and Doing Good",6526
10/17/2020,"A Glimpse of Awakening",603
10/16/2020,"Live at the Wiltern",5739
10/15/2020,"Live at the Wiltern",5739
10/14/2020,"Natural Loving-kindness",660
10/14/2020,"Natural Loving-kindness",660
10/14/2020,"Non-Dual Awareness",839
10/14/2020,"Shifting from Head to Heart",756
10/14/2020,"Local Awareness and Attention",773
10/14/2020,"Awakening Emotions",623
10/14/2020,"The Memory Door",644
10/13/2020,"A Glimpse of Awakening",603
10/13/2020,"The Power of Compassion",5412
10/12/2020,"Single Eye",789
10/11/2020,"Live at the Wiltern",5739
10/10/2020,"Nondual Mindfulness",5728
10/10/2020,"Nondual Mindfulness",5728
10/09/2020,"Live at the Wiltern",5739
10/08/2020,"Live at the Wiltern",5739
10/08/2020,"Live at the Wiltern",5739
10/07/2020,"Live at the Wiltern",5739
10/07/2020,"Course 678",129
10/06/2020,"Huineng 4: No Mirror to Polish",720
10/04/2020,"Closed Eyes",1164
10/04/2020,"Closed Eyes",1164
10/04/2020,"Closed Eyes",1164
10/03/2020,"Layers of the Onion",675
10/03/2020,"Course 677",6448
10/02/2020,"Nondual Mindfulness",5728
09/29/2020,"Huineng 5: Original Face (revisited)",794
09/29/2020,"Sweeping the Yard",688
09/26/2020,"Nondual Mindfulness",5728
09/26/2020,"Nondual Mindfulness",5728
09/25/2020,"The Nature of Awareness",5386
09/25/2020,"Meditation and Trauma",2814
09/23/2020,"Huineng 2: Dwelling Nowhere",628
09/23/2020,"Seamless Tomb",630
09/21/2020,"Hakuin - A Talk",784
09/18/2020,"Introduction",681
09/14/2020,"Live at the Wiltern",5739
09/13/2020,"Live at the Wiltern",5739
09/12/2020,"Course 598",5900
09/12/2020,"Live at the Wiltern",5739
09/12/2020,"Live at the Wiltern",5739
09/11/2020,"Live at the Wiltern",5739
09/11/2020,"Live at the Wiltern",5739
09/10/2020,"Live at the Wiltern",5739
09/10/2020,"Live at the Wiltern",5739
09/03/2020,"Shifting from Head to Heart",756
09/03/2020,"Local Awareness and Attention",773
09/02/2020,"A Glimpse of Awakening",603
08/31/2020,"Being With What Is (Annaka Harris)",1043
08/29/2020,"Beyond the Meditator",550
08/29/2020,"A Glimpse of Awakening",603
08/28/2020,"Local Awareness and Attention",773
08/28/2020,"Awakening Emotions",623
08/28/2020,"The Memory Door",644
08/28/2020,"Beyond the Meditator",550
08/27/2020,"Beyond the Meditator",550
08/26/2020,"Beyond the Meditator",550
08/26/2020,"A Glimpse of Awakening",603
08/26/2020,"The Nature of the Self",504
08/25/2020,"The Nature of the Self",504
08/22/2020,"Course 598",5900
08/17/2020,"The Nature of Awareness",5386
08/17/2020,"The Nature of Awareness",5386
08/17/2020,"Everyday Awakening",473
08/16/2020,"Course 599",518
08/15/2020,"A Glimpse of Awakening",603
08/12/2020,"Everyday Awakening",473
08/12/2020,"Four Levels of Love – A Talk",559
08/11/2020,"Everyday Awakening",473
08/11/2020,"Everyday Awakening",473
08/10/2020,"One Bright Pearl – Practicing with Koans",507
08/10/2020,"Introduction to Koans – A Talk",503
08/10/2020,"Not Knowing is Most Intimate",740
08/10/2020,"Not Knowing is Most Intimate",740
08/09/2020,"The Whole Earth is Medicine",738
08/07/2020,"Original Nature – A Talk",514
08/03/2020,"New 28-day Introductory Course",124
08/01/2020,"Gradual vs. Sudden Realization",1745
07/31/2020,"Non-Dual Awareness",839
07/31/2020,"The Whole Earth is Medicine",738
07/31/2020,"The Whole Earth is Medicine",738
07/30/2020,"Original Nature – A Talk",514
07/30/2020,"Sweeping the Yard",688
07/29/2020,"Spiritual Materialism",406
07/27/2020,"Course 598",5900
07/27/2020,"Course 598",5900
07/26/2020,"A Glimpse of Awakening",604
07/26/2020,"Sweeping the Yard",688
07/25/2020,"What is This",607
07/25/2020,"Ordinary Mind is the Way",722
07/22/2020,"Ordinary Mind is the Way",722
07/19/2020,"What is This",607
07/17/2020,"Beginner’s Mind",584
07/15/2020,"Beginner’s Mind",584
07/15/2020,"Who Am I (with zen posture)",663
07/15/2020,"One Bright Pearl – Practicing with Koans",507
07/14/2020,"Lose the Monkey",370
07/14/2020,"Solving Problems",300
07/13/2020,"A Good Life",7386
07/12/2020,"A Good Life",7386
07/11/2020,"A Good Life",7386
07/08/2020,"Being the Space",710
07/07/2020,"Nondual Mindfulness",5728
07/06/2020,"Nondual Mindfulness",5728
07/03/2020,"Introduction to Koans – A Talk",503
07/01/2020,"Nondual Mindfulness",5728
06/30/2020,"Nondual Mindfulness",5728
06/25/2020,"Metta Introduction",223
06/25/2020,"Nondual Mindfulness",5728
06/21/2020,"Nondual Mindfulness",5728
06/21/2020,"Nondual Mindfulness",5728
06/21/2020,"A Glimpse of Awakening",604
06/02/2020,"The Power of Thought",268
06/02/2020,"The Power of Thought",268
05/29/2020,"Introduction",682
05/09/2020,"The Wisdom of Uncertainty",4301
05/08/2020,"The Wisdom of Uncertainty",4301
05/08/2020,"The Wisdom of Uncertainty",4301
05/02/2020,"Creatures of Habit",4024
04/25/2020,"Here Now",613
04/25/2020,"Being With What Is (Annaka Harris)",1043
04/21/2020,"Where Are You?",314
04/21/2020,"Where Are You?",314
04/19/2020,"Here Now",613
04/19/2020,"Natural Loving-kindness",660
04/18/2020,"Natural Loving-kindness",660
04/18/2020,"Sometimes",452
04/18/2020,"Introducing David Whyte",92
04/18/2020,"Introducing David Whyte",92
04/13/2020,"Natural Loving-kindness",660
04/13/2020,"Natural Loving-kindness",660
04/13/2020,"Natural Loving-kindness",660
04/13/2020,"Non-Dual Awareness",839
04/10/2020,"What Is Mindfulness?",942
03/27/2020,"Course 91",601
03/26/2020,"Course 165",602
03/24/2020,"Course 196",608
03/23/2020,"30-Minute Meditation 1",839
03/20/2020,"Course 283",774
03/16/2020,"Course 283",774
03/15/2020,"The Cure for Boredom",297
03/14/2020,"Course 255",550
03/11/2020,"The Mystery of Being",540
03/08/2020,"Course 226",615
03/03/2020,"Course 96",611
02/21/2020,"Course 126",603
02/21/2020,"Course 126",603
02/11/2020,"Course 274",7908
02/06/2020,"Course 122",600
02/06/2020,"Course 122",600
02/01/2020,"Course 90",603
01/21/2020,"30-Minute Meditation 1",839
01/19/2020,"Mental Training",4454
01/17/2020,"Course 165",602
01/16/2020,"Mental Training",4454
01/16/2020,"Mental Training",4454
01/15/2020,"Mental Training",4454
01/14/2020,"Course 74",606
01/09/2020,"45-Minute Meditation 1",542
01/09/2020,"45-Minute Meditation 1",542
01/09/2020,"45-Minute Meditation 1",542
01/09/2020,"45-Minute Meditation 1",542
01/06/2020,"Course 255",550
01/05/2020,"Course 97",637
01/03/2020,"Course 255",550
12/20/2019,"Course 226",615
12/20/2019,"Course 226",615
12/17/2019,"Course 126",603
11/30/2019,"Course 241",7359
11/10/2019,"Course 44",727
11/10/2019,"Course 56",504
11/04/2019,"Course 91",601
10/29/2019,"Course 97",637
10/27/2019,"Course 96",611
10/24/2019,"Course 196",608
10/22/2019,"Course 165",602
10/06/2019,"The Social Self",408
10/03/2019,"Course 90",603
10/03/2019,"Course 90",603
09/26/2019,"Self Timer",180
09/26/2019,"Course 192",601
09/26/2019,"Course 192",601
09/26/2019,"Course 218",78
09/21/2019,"Course 159",223
09/19/2019,"Course 92",606
09/14/2019,"Course 50",1745
09/10/2019,"Course 132",614
09/10/2019,"Course 56",504
09/10/2019,"Course 132",614
09/08/2019,"Course 204",543
09/08/2019,"Course 204",543
09/06/2019,"Course 74",606
08/28/2019,"Course 202",5740
08/28/2019,"Start Here",198
08/27/2019,"Course 96",611
08/25/2019,"Course 135",1176
08/22/2019,"Course 92",606
08/21/2019,"Course 204",543
08/21/2019,"Course 204",543
08/21/2019,"Course 204",543
08/21/2019,"Course 204",543
08/21/2019,"Course 204",543
08/12/2019,"Course 204",543
08/12/2019,"Course 204",543
07/28/2019,"Course 57",301
07/28/2019,"Course 50",1745
07/27/2019,"Course 126",603
07/27/2019,"Course 126",603
07/24/2019,"Course 166",210
07/23/2019,"Self Timer",60
07/22/2019,"Course 90",603
07/21/2019,"Course 91",601
05/08/2019,"Course 132",614
04/24/2019,"Course 90",603
04/21/2019,"Course 96",611
04/15/2019,"Course 126",603
04/04/2019,"Gratitude",492
04/04/2019,"Course 104",119
03/20/2019,"Course 96",611
03/19/2019,"Course 97",637
03/04/2019,"Course 60",596
02/14/2019,"Course 66",600
02/13/2019,"Course 65",629
02/12/2019,"Course 64",620
02/10/2019,"What Is Real?",600
02/09/2019,"Course 61",607
02/08/2019,"Course 60",596
02/04/2019,"Course 59",615
01/29/2019,"Course 55",600
01/24/2019,"Looking in the Mirror",611
01/22/2019,"Solving Problems",607
01/22/2019,"The Nature of the Self",599
01/21/2019,"Course 51",597
01/19/2019,"Course 49",614
01/15/2019,"Course 48",600
01/10/2019,"Course 47",614
01/09/2019,"Gradual vs. Sudden Realization",609
01/07/2019,"Course 45",599
01/07/2019,"Course 45",599
01/05/2019,"Course 43",602
01/04/2019,"Course 42",605
01/03/2019,"Course 41",608
01/03/2019,"Course 41",608
01/03/2019,"Course 39",601
12/30/2018,"Course 38",635
12/27/2018,"Course 37",635
12/19/2018,"Course 9",845
12/17/2018,"Course 35",605
12/14/2018,"Course 34",726
12/14/2018,"Course 33",630
12/10/2018,"Course 32",599
12/10/2018,"Lose the Monkey",729
12/02/2018,"The Lessons of Death",835
11/24/2018,"Course 616",669
11/20/2018,"Course 615",825
11/20/2018,"Course 615",825
11/16/2018,"Course 614",632
11/15/2018,"Course 613",703
11/15/2018,"Course 613",703
11/13/2018,"Course 612",676
11/03/2018,"Course 611",658
11/02/2018,"Course 62",926
10/22/2018,"Course 610",936
10/20/2018,"The Cure for Boredom",271
10/19/2018,"Course 30",40
10/19/2018,"Having No Head",22
10/18/2018,"Course 609",408
10/13/2018,"Course 56",505
10/13/2018,"Course 31",371
10/13/2018,"Course 30",400
10/12/2018,"Course 50",1211
10/12/2018,"Course 10",448
10/12/2018,"Course 44",728
10/12/2018,"Course 57",302
10/10/2018,"Course 56",505
10/10/2018,"Course 50",538
10/10/2018,"Course 44",221
10/10/2018,"Mindfulness & Meaning",18
10/09/2018,"Course 31",371
10/09/2018,"Course 606",598
10/07/2018,"Course 30",399
10/05/2018,"Course 605",605
10/03/2018,"The Mystery of Being",540
10/03/2018,"Course 9",845
10/03/2018,"Course 604",600
10/03/2018,"Start Here",177
10/03/2018,"Course 603",596
10/02/2018,"The Cure for Boredom",297
10/02/2018,"Course 603",596
09/29/2018,"The Logic of Practice",398
09/29/2018,"Course 602",606
09/28/2018,"Course 601",600
09/21/2018,"Course 600",625
09/21/2018,"Course 599",498
09/19/2018,"Start Here",177